Unnamed: 0.1,Unnamed: 0,product_name,sales_price,brand,colour,child_category,reviews,product_url,medium,cleaned_reviews,sentiment,predicted_sentiment
324,1009,GoSriKi Women's Art Cotton Silk Saree With Blouse Piece,249,GoSriKi,Red,WomensSarees,"Perfect for the season, very chic.",https://www.amazon.in/Indira-Designer-Cotton-Blouse-BM-G2FZ-NKC0_Mustard_Free/dp/B07DDPJYPX/,https://images-na.ssl-images-amazon.com/images/I/41akY9J1XcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41l2cKGmEgL.jpg|https://images-na.ssl-images-amazon.com/images/I/41BYPuF-tLL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FaIHvCOOL.jpg,perfect season chic,1,1
325,1015,Kuki Women's Georgette Saree,399,Kuki,Pink,WomensSarees,"Material feels cheap, not worth the price.",https://www.amazon.in/Kuki-Womens-Georgette-Saree-Black/dp/B07NWJCN4N/,https://images-na.ssl-images-amazon.com/images/I/41kA2rXTAxL.jpg|https://images-na.ssl-images-amazon.com/images/I/41pDYtEwOrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41CozH7rkcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Q5Ro7zkOL.jpg|https://images-na.ssl-images-amazon.com/images/I/31xUE30XSsL.jpg,material feel cheap worth price,1,1
326,1022,A.K.CREATION TIE AND DIE KUTCHI BANDHANI DRESS MATERIAL,3861,A.K.CREATION,indigo,WomensEthnicUnstitchedFabric,"Color is not as expected, but overall good.",https://www.amazon.in/K-CREATION-Womens-Bandhani-Material-Midnight/dp/B07T8PWLS9/,https://images-na.ssl-images-amazon.com/images/I/410YocYZO-L.jpg|https://images-na.ssl-images-amazon.com/images/I/4100w-8ItKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51sQMwqEy3L.jpg,color expected overall good,1,1
327,1026,Ada Women's Faux Georgette Green Kurta (M212468_Medium),499,Ada,Dk Indigo,WomensKurtasKurtis,"Superb craftsmanship, highly recommend.",https://www.amazon.in/Womens-Georgette-Green-Kurta-M212468_Medium/dp/B0773PXZSR/,https://images-na.ssl-images-amazon.com/images/I/51vsTdcxTKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UIbK10nuL.jpg|https://images-na.ssl-images-amazon.com/images/I/519hwXJFqcL.jpg|https://images-na.ssl-images-amazon.com/images/I/616q6FgySkL.jpg,superb craftsmanship highly recommend,1,1
328,1030,BIBA Women's Straight Kurta,931,BIBA,Mustard,WomensKurtasKurtis,Soft fabric and vibrant color.,https://www.amazon.in/BIBA-Womens-Straight-Kurta-DENIM12588_grey_small/dp/B01MR8Y86N/,https://images-na.ssl-images-amazon.com/images/I/41m3A0C4gdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SjnaxE8ML.jpg|https://images-na.ssl-images-amazon.com/images/I/41jga3haeHL.jpg|https://images-na.ssl-images-amazon.com/images/I/51iEy3%2BnVKL.jpg|https://images-na.ssl-images-amazon.com/images/I/51aYZOg4KxL.jpg,soft fabric vibrant color,1,1
329,1032,BIBA Women's A-Line Kurta,699,BIBA,Turq,WomensKurtasKurtis,Perfect!,https://www.amazon.in/BIBA-Womens-Line-MNMART-NOUV13548_TURQ_38/dp/B078W6H2LR/,https://images-na.ssl-images-amazon.com/images/I/41od%2B8zJp-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41RpOFoTEKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tWcBe79XL.jpg|https://images-na.ssl-images-amazon.com/images/I/51MdAjHqXML.jpg|https://images-na.ssl-images-amazon.com/images/I/41VjYiWTDWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51wUVwkE4lL.jpg,perfect,1,1
330,1034,Kashvi saree Women's Saree with blouse piece,1330,Kashvi saree,Mustard,WomensSarees,"Exactly as described, very satisfied.",https://www.amazon.in/Kashvi-saree-Womens-blouse-1338_Multicoloured_Free/dp/B078R5V83L/,https://images-na.ssl-images-amazon.com/images/I/41FGdfORB-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41CZGC2P19L.jpg|https://images-na.ssl-images-amazon.com/images/I/4128wOiUKDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yCPGsNiCL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JfclLl0LL.jpg|https://images-na.ssl-images-amazon.com/images/I/11vkAszOp4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41VOgiO5bSL.jpg,exactly described satisfied,1,1
331,1035,Smart Choice Cotton Printed Designer Short Kurti/Kurta/Tunic Top with Bell Sleeve for Women & Girls on Jeans/Palazzo/Skirts,765,Smart Choice,Orange,WomensKurtasKurtis,"Very trendy, received many compliments.",https://www.amazon.in/Smart-Choice-Womens-Cotton-Printed/dp/B07ZX9KJLZ/,https://images-na.ssl-images-amazon.com/images/I/51aIbSb21tL.jpg|https://images-na.ssl-images-amazon.com/images/I/412L6ybUoLL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ehe1mngJL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OfKVjLA8L.jpg|https://images-na.ssl-images-amazon.com/images/I/41vYuAbpp9L.jpg|https://images-na.ssl-images-amazon.com/images/I/518964NDhcL.jpg,trendy received many compliment,1,1
332,1036,Tweedle phulkari hand embdoidery kantha stitch dupatta for women,309,Tweedle,Pink,WomensChunnisDupattas,"Perfect for the season, very chic.",https://www.amazon.in/Tweedle-Embroidered-Chanderi-Phulkari-Dupatta/dp/B07QZN3M3S/,https://images-na.ssl-images-amazon.com/images/I/41ZPvfWpjvL.jpg|https://images-na.ssl-images-amazon.com/images/I/31MI43yGEJL.jpg,perfect season chic,1,1
333,1044,Zoeyams Women's Purple Cotton Block Prints Long Straight kurti,1299,ZOEYAM'S,Iris Navy,WomensKurtasKurtis,"Amazing fit, looks great!",https://www.amazon.in/ZOEYAMS-Womens-Cotton-Straight-ZC0424M/dp/B075ZZFGT1/,https://images-na.ssl-images-amazon.com/images/I/51oF6PPhs2L.jpg|https://images-na.ssl-images-amazon.com/images/I/417FB%2Bg5QXL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xpSaY76wL.jpg|https://images-na.ssl-images-amazon.com/images/I/41zH-Wa29DL.jpg,amazing fit look great,1,1
334,1050,ALC Creation Women's Crepe a-line Kurta,599,ALC Creation,Orange and Bla,WomensKurtasKurtis,"Exceeded my expectations, very pleased.",https://www.amazon.in/ALC-Creation-Womens-Line-ALC4018TEAL_Teal_medium/dp/B07D7SVQGW/,https://images-na.ssl-images-amazon.com/images/I/41YCKbDsZSL.jpg|https://images-na.ssl-images-amazon.com/images/I/41BYkBJfuSL.jpg|https://images-na.ssl-images-amazon.com/images/I/31fXNW26MlL.jpg|https://images-na.ssl-images-amazon.com/images/I/41E2FeUpfRL.jpg,exceeded expectation pleased,1,1
335,1054,SWAN INDIA Women's Cotton Printed Causal Kurta,1200,SWAN INDIA,Light Purple,WomensKurtasKurtis,Fast shipping and great service.,https://www.amazon.in/SWAN-INDIA-Womens-Cotton-Printed/dp/B07MRKR6NY/,https://images-na.ssl-images-amazon.com/images/I/412hPMYB6XL.jpg|https://images-na.ssl-images-amazon.com/images/I/417NadNdGTL.jpg|https://images-na.ssl-images-amazon.com/images/I/314fgpOU%2BxL.jpg|https://images-na.ssl-images-amazon.com/images/I/4191mWkhkSL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MxxMDKLqL.jpg,fast shipping great service,1,1
336,1057,R SELVAMANI TEX Women's Cotton Saree With Blouse(White),607,R SELVAMANI TEX,Pink,WomensSarees,"Perfect for the season, very chic.",https://www.amazon.in/Selvamani-Tex-Cotton-Saree-Rst39_White/dp/B01AEOANR6/,https://images-na.ssl-images-amazon.com/images/I/41NbvZTuxUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41RcJ-JZnmL.jpg|https://images-na.ssl-images-amazon.com/images/I/41u8zrppfkL.jpg,perfect season chic,1,1
337,1058,Sarees New Collection 2019 Women's Pink Nylon Cotton Silk Saree With Blouse Material Linen Mysore Art Gift low price daily Sarees for women latest Designer Party Wear Festive Offer Below 200 300 500 Rupees Under 200 300 500 Casual,2889,RAJESHWAR FASHION WITH RF,Blue,WomensSarees,"Perfect for the season, very chic.",https://www.amazon.in/Sarees-Collection-Material-Designer-Festive/dp/B07XXS64D3/,https://images-na.ssl-images-amazon.com/images/I/51nksO2LHQL.jpg|https://images-na.ssl-images-amazon.com/images/I/41e72riWZwL.jpg|https://images-na.ssl-images-amazon.com/images/I/51SREk5Mz8L.jpg|https://images-na.ssl-images-amazon.com/images/I/41jQMvM5goL.jpg,perfect season chic,1,1
338,1060,"IQRA FASHION Casual Slit Sleeve Printed Women White, Blue, Red Top",749,IQRA FASHION,WHITE,WomensTops,"Stylish and affordable, great buy.",https://www.amazon.in/IQRA-FASHION-Casual-Sleeve-Printed/dp/B07XZ16534/,https://images-na.ssl-images-amazon.com/images/I/51dnNMOExiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51A1WhxNRnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41CLeGbAt9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41qhI1J6EcL.jpg,stylish affordable great buy,1,1
339,1062,Inaya Western Libas Women Pure Cotton Formal Straight Pocket Kurti,299,Inaya Western Libas,Red,WomensKurtasKurtis,"Fits like a glove, very flattering.",https://www.amazon.in/Inaya-Western-Libas-Cotton-Straight/dp/B07WNN85R1/,https://images-na.ssl-images-amazon.com/images/I/3127GuelnIL.jpg|https://images-na.ssl-images-amazon.com/images/I/31gkpUBAjJL.jpg|https://images-na.ssl-images-amazon.com/images/I/31lj45Wc%2BtL.jpg|https://images-na.ssl-images-amazon.com/images/I/31s6UaPWvrL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Q3AWM8cWL.jpg|https://images-na.ssl-images-amazon.com/images/I/31Pl%2BnFDFoL.jpg,fit like glove flattering,1,1
340,1064,Meher Impex Pink Crepe Long Frock,399,Meher,Multi,WomensKurtasKurtis,"Material feels cheap, not worth the price.",https://www.amazon.in/Meher-Impex-Crepe-Women-Kurta/dp/B07VQK5CFJ/,https://images-na.ssl-images-amazon.com/images/I/41guukY7xXL.jpg|https://images-na.ssl-images-amazon.com/images/I/41sF%2BaMCp-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41kNjXI21hL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JPhY5cVRL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UohZGr7zL.jpg,material feel cheap worth price,1,1
341,1065,Vbuyz Women's Rayon Straight Kurti (VB-KU-217-46_Blue_3XL),499,Vbuyz,PEACH,WomensKurtasKurtis,"Amazing fit, looks great!",https://www.amazon.in/Vbuyz-Womens-Rayon-Straight-VB-KU-217-46_Blue_XXX-Large/dp/B07JRC8B35/,https://images-na.ssl-images-amazon.com/images/I/31tfisKzYOL.jpg|https://images-na.ssl-images-amazon.com/images/I/31rByYiYMYL.jpg|https://images-na.ssl-images-amazon.com/images/I/31YTrtTDkjL.jpg|https://images-na.ssl-images-amazon.com/images/I/412h72NySFL.jpg,amazing fit look great,1,1
342,1070,"Grace Diva Crepe Polka Dot Printed Top (Orange, XXX-Large)",750,Grace Diva,Off-White/Cream,WomensTops,Love it!,https://www.amazon.in/Grace-Diva-Orange-Polka-Print/dp/B071L9ZQCD/,https://images-na.ssl-images-amazon.com/images/I/419OfsPWJQL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xg-AO-rAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41hF6gaajVL.jpg|https://images-na.ssl-images-amazon.com/images/I/41CKuY5j3LL.jpg,love,1,1
343,1073,AKHILAM Women's Georgette Saree with Unstitched Blouse Piece (Red_Free Size),697,AKHILAM,Pink-Black,WomensSarees,"Well-made and durable, worth the price.",https://www.amazon.in/AKHILAM-Womens-Georgette-Unstitched-Red_Free/dp/B07J2K9ZRZ/,https://images-na.ssl-images-amazon.com/images/I/414-gmSSZFL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uE9-C6yCL.jpg|https://images-na.ssl-images-amazon.com/images/I/414VN3jmyxL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xD8fnVR5L.jpg,wellmade durable worth price,1,1
344,1080,Wildcraft Women's Cotton Sweatshirt,1420,ARONITA TREND,Purple,WomensSweatshirtsHoodies,"Perfect for the season, very chic.",https://www.amazon.in/Wildcraft-Womens-Cotton-Sweatshirt-40484_Purple_S/dp/B075KMXL9T/,https://images-na.ssl-images-amazon.com/images/I/41x8FzBWcPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41dik8mwI4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41O-cb8s0IL.jpg|https://images-na.ssl-images-amazon.com/images/I/41YnBc3-PqL.jpg,perfect season chic,1,1
345,1081,nilkanth fashion hub Women's Pink color Straight Digital Print Kurta & Palazzo set,1722,nilkanth fashion hub,White and Trendy Pink,WomensKurtasKurtis,"Beautiful and stylish, highly recommend!",https://www.amazon.in/nilkanth-fashion-hub-Straight-Digital/dp/B07YS77DL8/,https://images-na.ssl-images-amazon.com/images/I/41h9E86jk3L.jpg|https://images-na.ssl-images-amazon.com/images/I/41a8p6C6R3L.jpg|https://images-na.ssl-images-amazon.com/images/I/41pMjCumXCL.jpg|https://images-na.ssl-images-amazon.com/images/I/41a8p6C6R3L.jpg|https://images-na.ssl-images-amazon.com/images/I/31MnFeKQMyL.jpg,beautiful stylish highly recommend,1,1
346,1082,TexStile Casual Printed Women's Kurti,699,TexStile,White,WomensKurtasKurtis,Fantastic!,https://www.amazon.in/TexStile-Casual-Printed-Womens-Kurti/dp/B07VM6CJ2V/,https://images-na.ssl-images-amazon.com/images/I/41BDPOKWWiL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Tj4vsFZhL.jpg|https://images-na.ssl-images-amazon.com/images/I/41jdN0MjlnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41JKhOUNC%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NoMI23zmL.jpg|https://images-na.ssl-images-amazon.com/images/I/41XPH23OFJL.jpg,fantastic,1,1
347,1084,Roop Kashish Women's Sarees Navy BLue Floral Printed Chiffon Saree Satin Border and Satin Blouse Piece,1413,Roop Kashish,Olive Green and Black,WomensSarees,"Comfortable and stylish, love it!",https://www.amazon.in/Roop-Kashish-Womens-Printed-Chiffon/dp/B0784SQHGL/,https://images-na.ssl-images-amazon.com/images/I/41KScVvOm2L.jpg|https://images-na.ssl-images-amazon.com/images/I/51VB5Nigp9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41DLG5AgdeL.jpg,comfortable stylish love,1,1
348,1086,Alazra Creation Women's Unstitched Salwar Suit Dress Materials,699,Alazra Creation,Blue,WomensEthnicUnstitchedFabric,"Exceeded my expectations, very pleased.",https://www.amazon.in/Alazra-Creation-Unstitched-Materials-Whale-Navy/dp/B07BCD687K/,https://images-na.ssl-images-amazon.com/images/I/41WGIOIJebL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HSYaKmGRL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Vk3rFN21L.jpg|https://images-na.ssl-images-amazon.com/images/I/51wQb0CwrOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41cjVpcS1wL.jpg,exceeded expectation pleased,1,1
349,1092,Gerua Women's Straight Kurta,179,Bienvenu,Rust Orange,WomensKurtasKurtis,"Very trendy, received many compliments.",https://www.amazon.in/Gerua-Womens-Straight-Kurta-G1764E_Blue_X-Small/dp/B07KN9P8JN/,https://images-na.ssl-images-amazon.com/images/I/41Q0ROTSMdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41WW2jylm2L.jpg|https://images-na.ssl-images-amazon.com/images/I/41LNL48SdgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51BpWAfci4L.jpg|https://images-na.ssl-images-amazon.com/images/I/41HJMgj0GAL.jpg|https://images-na.ssl-images-amazon.com/images/I/515E-LPfNKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OAi%2BEiGEL.jpg|https://images-na.ssl-images-amazon.com/images/I/61tayojD5dL.jpg,trendy received many compliment,1,1
350,1094,Smridhi fashion Yellow Printed Knee Length Cotton Women Kurti,202,Smridhi fashion,Navy Blue,WomensKurtasKurtis,"Good value for money, happy with it.",https://www.amazon.in/Smridhi-fashion-Yellow-Printed-Length/dp/B07V5MZW48/,https://images-na.ssl-images-amazon.com/images/I/41REifM4svL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OdHmCTDWL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HsxYaPp0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41qhfWtlblL.jpg|https://images-na.ssl-images-amazon.com/images/I/41K5jiPS%2BcL.jpg,good value money happy,1,1
351,1096,"KATHIWALAS Women's Cotton Silk Kutch Work Bandhani/Bandhej Unstitched Dress Material Suit (BLUE LEMON, Free Size)",369,KATHIWALAS,green and multi,WomensEthnicUnstitchedFabric,"Size runs a bit small, order one size up.",https://www.amazon.in/KATHIWALAS-Bandhani-Bandhej-Unstitched-Material/dp/B07R6WG8FN/,https://images-na.ssl-images-amazon.com/images/I/41sSCHZpGYL.jpg|https://images-na.ssl-images-amazon.com/images/I/51a1w0k5-TL.jpg|https://images-na.ssl-images-amazon.com/images/I/6118-kduQZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51E0NYBx6iL.jpg|https://images-na.ssl-images-amazon.com/images/I/3104fVQiDCL.jpg,size run bit small order one size,-1,-1
352,1097,OOMPH! Women's Crepe Tank Top - Eggplant Purple,499,OOMPH!,Fresh Salmon,WomensTops,"Material is scratchy, not comfortable.",https://www.amazon.in/OOMPH-Checkered-Regular-mt75m_Eggplant-Purple_Medium/dp/B07P158FS1/,https://images-na.ssl-images-amazon.com/images/I/31pFipUolbL.jpg|https://images-na.ssl-images-amazon.com/images/I/31FEXYdW62L.jpg|https://images-na.ssl-images-amazon.com/images/I/31XfMRGXC8L.jpg|https://images-na.ssl-images-amazon.com/images/I/315QTob2dFL.jpg,material scratchy comfortable,1,1
353,1104,Jaipur Kurti Women's Straight Fit Pants,1199,Maahik,multicolour,WomensChuridarSalwarBottoms,Fabric shrinks after washing.,https://www.amazon.in/Jaipur-Kurti-Womens-Straight-JKPAT0048-M_Purple_Medium/dp/B07JC9H7G6/,https://images-na.ssl-images-amazon.com/images/I/31y28oRVhSL.jpg|https://images-na.ssl-images-amazon.com/images/I/31YmHz%2BtiaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31YgWpGjomL.jpg|https://images-na.ssl-images-amazon.com/images/I/31gLux9AYkL.jpg,fabric shrink washing,0,0
354,1107,Enchanted Drapes Cotton Kurta,1147,Enchanted Drapes,Red,WomensKurtasKurtis,"Stylish and affordable, great buy.",https://www.amazon.in/Enchanted-Drapes-Pink-Cotton-Kurti/dp/B01BYTHVAC/,https://images-na.ssl-images-amazon.com/images/I/41Ir1XsSCxL.jpg|https://images-na.ssl-images-amazon.com/images/I/311UWvU5ApL.jpg|https://images-na.ssl-images-amazon.com/images/I/31merWfVjCL.jpg|https://images-na.ssl-images-amazon.com/images/I/510sX5DSCxL.jpg,stylish affordable great buy,1,1
355,1114,Mimosa Kanjivaram Style Chiffon saree color: Orange (4219-2139-AF-EMB-ORG),1602,MIMOSA,GREEN,WomensSarees,Amazing!,https://www.amazon.in/Mimosa-Kanjivaram-Style-Chiffon-saree/dp/B07C69WP3R/,https://images-na.ssl-images-amazon.com/images/I/41R0E7ObjbL.jpg|https://images-na.ssl-images-amazon.com/images/I/41rXNFPU0nL.jpg|https://images-na.ssl-images-amazon.com/images/I/41cgvRn0a3L.jpg|https://images-na.ssl-images-amazon.com/images/I/41tyQakPwyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uhClrsHJL.jpg|https://images-na.ssl-images-amazon.com/images/I/31v99jBT8HL.jpg|https://images-na.ssl-images-amazon.com/images/I/51j-AXBftoL.jpg,amazing,1,1
356,1116,Unshackled Ladies Sporty Print Tee U 414 Women's Plain Regular Fit T-Shirt,799,Unshackled,Squash Orange,WomensT_Shirts,"Perfect for the season, very chic.",https://www.amazon.in/Unshackled-414-Regular-US-L14_Navy_Xs/dp/B07GSJKRHJ/,https://images-na.ssl-images-amazon.com/images/I/41Km1OzenbL.jpg|https://images-na.ssl-images-amazon.com/images/I/310ZdW4PsUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MNgjhokyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41WbRBiL3qL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OIrmwDGwL.jpg|https://images-na.ssl-images-amazon.com/images/I/31tOojn8WLL.jpg,perfect season chic,1,1
357,1127,VIMALNATH SYNTHETICS SAREE BHAGALPURI SAREE WITH BLOUSE PIECE,349,vimalnath,Rust,WomensSarees,"Material feels cheap, not worth the price.",https://www.amazon.in/VIMALNATH-SYNTHETICS-SAREE-BHAGALPURI-BLOUSE/dp/B07GZMK13P/,https://images-na.ssl-images-amazon.com/images/I/41OldB277eL.jpg|https://images-na.ssl-images-amazon.com/images/I/414l-YGyQGL.jpg|https://images-na.ssl-images-amazon.com/images/I/41nmuPWLcCL.jpg|https://images-na.ssl-images-amazon.com/images/I/31VqUwOrRcL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XDuIP3IKL.jpg,material feel cheap worth price,1,1
358,1136,Imara Women's A-Line Kurta,879,Imara,tomato on white,WomensKurtasKurtis,"Stylish and affordable, great buy.",https://www.amazon.in/Imara-Womens-Line-S18INDSKT321B_Off-White_Medium/dp/B079LQ1GW6/,https://images-na.ssl-images-amazon.com/images/I/41qlzXw2AeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41W2zjDOPrL.jpg|https://images-na.ssl-images-amazon.com/images/I/41um9TEwEyL.jpg|https://images-na.ssl-images-amazon.com/images/I/61LWQ54f1eL.jpg,stylish affordable great buy,1,1
359,1139,SOURBH Women's New Faux Georgette Fancy Lace Border Bandhej Prints Saree With Blouse Piece,854,SOURBH,Navy Blue,WomensSarees,"Well-made and durable, worth the price.",https://www.amazon.in/SOURBH-Bandhani-Georgette-Bandhej-9383_Orange/dp/B07PP3YYRV/,https://images-na.ssl-images-amazon.com/images/I/4178tOQkXzL.jpg|https://images-na.ssl-images-amazon.com/images/I/31HKKHwEW8L.jpg|https://images-na.ssl-images-amazon.com/images/I/41XpJixtc0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41H3qFDEoCL.jpg|https://images-na.ssl-images-amazon.com/images/I/51upcKkc7DL.jpg|https://images-na.ssl-images-amazon.com/images/I/41acN5BZUeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41MD8UzA7BL.jpg,wellmade durable worth price,1,1
360,1141,Nityakshi® Women's & Girl's Cotton Free Size Camisole Top | Vest Top | Inner Wear Top | Sleeveless Top,1021,Nityakshi,Yellow,WomensTops,"Exceeded my expectations, very pleased.",https://www.amazon.in/Nityakshi%C2%AE-Womens-Cotton-Camisole-Sleeveless/dp/B07L43LMCP/,https://images-na.ssl-images-amazon.com/images/I/31DnQeQMCDL.jpg|https://images-na.ssl-images-amazon.com/images/I/31b9ZuWwlVL.jpg|https://images-na.ssl-images-amazon.com/images/I/31YuZH6CJEL.jpg,exceeded expectation pleased,1,1
361,1144,KISMAT Collection. Women's Rayon Floral Printed Anarkali Kurti,479,KISMAT Collection.,Green,WomensKurtasKurtis,"Perfect for the season, very chic.",https://www.amazon.in/KISMAT-Collection-Womens-Printed-Anarkali/dp/B081JRVNMX/,https://images-na.ssl-images-amazon.com/images/I/41LR2Kzum-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41jKW4i%2BIeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41BjRtlQE5L.jpg|https://images-na.ssl-images-amazon.com/images/I/41Cz54AVm0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41MuVTAYXqL.jpg,perfect season chic,1,1
362,1145,Panash Trends Women's Georgette Embroidery Work Saree,968,PANASH TRENDS,Red,WomensSarees,"Well-made and durable, worth the price.",https://www.amazon.in/Panash-Trends-Womens-Georgette-Embroidery/dp/B07MFGD1N5/,https://images-na.ssl-images-amazon.com/images/I/31nUv3H01JL.jpg|https://images-na.ssl-images-amazon.com/images/I/41C4d7rgtyL.jpg|https://images-na.ssl-images-amazon.com/images/I/31RDEZED5fL.jpg|https://images-na.ssl-images-amazon.com/images/I/41nLuwj0O5L.jpg|https://images-na.ssl-images-amazon.com/images/I/41eTUbiRH%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51pxPzdygyL.jpg,wellmade durable worth price,1,1
363,1147,"PATRORNA Cotton Silk Women's A-Line Empire Kurti/Kurta (Teal Green Print, Size XS-10XL, F7A006)",225,PATRORNA,Black,WomensKurtasKurtis,"Not satisfied with the purchase, returning it.",https://www.amazon.in/Patrorna-Blended-Womens-Square-F07A006TLPR5XL/dp/B07DVLD116/,https://images-na.ssl-images-amazon.com/images/I/41Fk4kdhFqL.jpg|https://images-na.ssl-images-amazon.com/images/I/31RYONmiDAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2BuQCvNgAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41aVbvWPjrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51DBSVPt8fL.jpg|https://images-na.ssl-images-amazon.com/images/I/51v0xqmuuZL.jpg,satisfied purchase returning,1,1
364,1148,Jaipur Kurti Women's Cotton Straight Kurta,229,Kanooda Prints,navy blue,WomensKurtasKurtis,"Very trendy, received many compliments.",https://www.amazon.in/Jaipur-Kurti-Womens-Straight-JK193066-XXL_Pink_Xx-Large/dp/B07QQ24WSP/,https://images-na.ssl-images-amazon.com/images/I/41dOxked5bL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2BoJ75cOdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41PxjGaIDQL.jpg|https://images-na.ssl-images-amazon.com/images/I/51ioCoa08eL.jpg|https://images-na.ssl-images-amazon.com/images/I/41-YkIFLFFL.jpg,trendy received many compliment,1,1
365,1149,SAREE MALL Women'S Bhagalpuri Saree With Blouse Piece (Beige & Black_Free Size ),800,SAREE MALL,Black,WomensSarees,Perfect!,https://www.amazon.in/SAREE-MALL-WomenS-Bhagalpuri-Black_Free/dp/B07BS8L9CF/,https://images-na.ssl-images-amazon.com/images/I/41ZeGLOkndL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SuaVVqBOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41QfvUCqpAL.jpg|https://images-na.ssl-images-amazon.com/images/I/31KgFukniOL.jpg,perfect,1,1
366,1154,GoSriKi Cotton with Blouse Piece Saree,569,GoSriKi,Blue,WomensSarees,Soft fabric and vibrant color.,https://www.amazon.in/Indira-Designer-Linen-Blouse-Anasuya-Linen-Black_Black_Free/dp/B07HCG5BVR/,https://images-na.ssl-images-amazon.com/images/I/41LO7U8eHAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41u-zltzN6L.jpg|https://images-na.ssl-images-amazon.com/images/I/4110BtZGTyL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uyQQO2n1L.jpg|https://images-na.ssl-images-amazon.com/images/I/510ciMHgCgL.jpg,soft fabric vibrant color,1,1
