Unnamed: 0,product_name,sales_price,brand,colour,child_category,reviews,product_url,medium,cleaned_reviews,sentiment,predicted_sentiment
6696,Lee Men's Solid Slim fit Casual Shirt,739,INDI & SURIT,Pink,MensCasualShirts,"Exceeded my expectations, very pleased.",https://www.amazon.in/Lee-Solid-Casual-L34968CB0Z17_Ensign-Blue_Medium/dp/B07MHPGMN2/,https://images-na.ssl-images-amazon.com/images/I/410OEUZiqRL.jpg|https://images-na.ssl-images-amazon.com/images/I/41H7mumtGDL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TbkcdFVtL.jpg|https://images-na.ssl-images-amazon.com/images/I/31LtOe%2BCYPL.jpg,exceeded expectation pleased,1,1
6722,Peter England Men's Casual Shirt,1999,LA Seven,BLACK,MensCasualShirts,Great addition to my wardrobe.,https://www.amazon.in/Peter-England-Casual-Shirt-8907696288953_ESF51702555_40_Darkbrownwithwhite/dp/B073V67Y9Z/,https://images-na.ssl-images-amazon.com/images/I/51wqW-SAWrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51jb4YwLMlL.jpg|https://images-na.ssl-images-amazon.com/images/I/613fC1hJy9L.jpg|https://images-na.ssl-images-amazon.com/images/I/41q%2Bl%2BjoH5L.jpg,great addition wardrobe,1,1
6760,Zeal Geometric Print Mens Smart Shirt Cotton Casual Regular Fit Grey and White Full Sleeves with Mandarin Collar,589,Zeal,Orange,MensCasualShirts,"Lovely texture, feels luxurious.",https://www.amazon.in/Zeal-Geometric-Stylish-Regular-Mandarin/dp/B07MDX5W7H/,https://images-na.ssl-images-amazon.com/images/I/51smk4RfkRL.jpg|https://images-na.ssl-images-amazon.com/images/I/3155%2BmCo2sL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Lc2hqpTGL.jpg|https://images-na.ssl-images-amazon.com/images/I/414YvCdp93L.jpg|https://images-na.ssl-images-amazon.com/images/I/41e2Ciyk1eL.jpg|https://images-na.ssl-images-amazon.com/images/I/4164-VJjSKL.jpg|https://images-na.ssl-images-amazon.com/images/I/41nP4myqUcL.jpg,lovely texture feel luxurious,1,1
6767,Peter England Men's Printed Slim Fit Cotton Casual Shirt,1562,Swaggae,Black,MensCasualShirts,"Too tight, uncomfortable fit.",https://www.amazon.in/Peter-England-Printed-Cotton-ESF617000609_Darkbluewithkhakis_39/dp/B077HVFHL2/,https://images-na.ssl-images-amazon.com/images/I/51PT1eacORL.jpg|https://images-na.ssl-images-amazon.com/images/I/51qAC9QlAVL.jpg|https://images-na.ssl-images-amazon.com/images/I/6118vn8nyML.jpg|https://images-na.ssl-images-amazon.com/images/I/41rwXruWYJL.jpg,tight uncomfortable fit,-1,-1
6816,GLOBALRANG Men's Cotton Tuxedo Shirt,399,GLOBALRANG,String Base Printed,MensCasualShirts,"Very trendy, received many compliments.",https://www.amazon.in/Global-Rang-Cotton-Tuxedo-Shirt/dp/B01MTF8J3W/,https://images-na.ssl-images-amazon.com/images/I/41coOHlHe0L.jpg|https://images-na.ssl-images-amazon.com/images/I/41FR9Ax8tRL.jpg|https://images-na.ssl-images-amazon.com/images/I/414lRCZhXgL.jpg,trendy received many compliment,1,1
6820,Parx Printed Cotton Medium Green Slim Fit Cutaway Collar Shirts,779,V.H FASHION,Navy,MensCasualShirts,Soft fabric and vibrant color.,https://www.amazon.in/Parx-Printed-Cotton-Medium-Cutaway/dp/B07TC3CJ4W/,https://images-na.ssl-images-amazon.com/images/I/41b1LUHyV5L.jpg|https://images-na.ssl-images-amazon.com/images/I/316WGPEj4RL.jpg|https://images-na.ssl-images-amazon.com/images/I/41wZvwrjciL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HMB%2B7h1nL.jpg|https://images-na.ssl-images-amazon.com/images/I/41K4h8kp96L.jpg,soft fabric vibrant color,1,1
6839,RODID Men's Checkered Casual Shirt,879,RODID,Rexsona Green,MensCasualShirts,"Fits like a glove, very flattering.",https://www.amazon.in/RODID-Checkered-Casual-Shirt-Black/dp/B073CVSH9X/,https://images-na.ssl-images-amazon.com/images/I/41EW2qdOcJL.jpg|https://images-na.ssl-images-amazon.com/images/I/41uqigftwoL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Esz4wm%2BsL.jpg|https://images-na.ssl-images-amazon.com/images/I/41EW2qdOcJL.jpg|https://images-na.ssl-images-amazon.com/images/I/21PkdbwNEYL.jpg,fit like glove flattering,1,1
6858,Arrow Sports Men's Casual Shirt,4945,Arrow Sports,Pink,MensCasualShirts,"Fantastic quality, will purchase more.",https://www.amazon.in/Arrow-Sports-Casual-Shirt-8907163800091_ARES0864_44_White/dp/B011UTRUZM/,https://images-na.ssl-images-amazon.com/images/I/319ofXtrC6L.jpg|https://images-na.ssl-images-amazon.com/images/I/31tTza8ZnkL.jpg|https://images-na.ssl-images-amazon.com/images/I/31yray9kRPL.jpg|https://images-na.ssl-images-amazon.com/images/I/31YIYbyz0wL.jpg|https://images-na.ssl-images-amazon.com/images/I/21Cc-Yg6Z5L.jpg,fantastic quality purchase,1,1
6902,Aeropostale Men's Printed Regular Fit Casual Shirt,699,AEROPOSTALE,White,MensCasualShirts,"Comfortable and stylish, love it!",https://www.amazon.in/Aeropostale-Printed-Regular-Casual-AE9007140004_Black/dp/B07C8N2D5Z/,https://images-na.ssl-images-amazon.com/images/I/41SRd0iL6fL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TlaUAu-QL.jpg|https://images-na.ssl-images-amazon.com/images/I/417jUjhAvaL.jpg|https://images-na.ssl-images-amazon.com/images/I/41i7DLINcVL.jpg,comfortable stylish love,1,1
6905,Parx Blue Slim Cotton Casual Shirts,579,SKY LINE OCEAN,Maroon in Navy Blue,MensCasualShirts,"Excellent product, will buy again.",https://www.amazon.in/Parx-Solid-Casual-XMSS07667-B4_Medium-Blue_39/dp/B07FGP4G9N/,https://images-na.ssl-images-amazon.com/images/I/41U8Bo0R32L.jpg|https://images-na.ssl-images-amazon.com/images/I/41SKDZMjhpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41t-GeaGq1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41J-47VJKDL.jpg,excellent product buy,1,1
6934,Mufti Printed Cotton Blend Shirt,479,Mufti,Black,MensCasualShirts,"Seams are poorly stitched, very fragile.",https://www.amazon.in/Mufti-Printed-Cotton-Blend-Shirt/dp/B07KRCQY94/,https://images-na.ssl-images-amazon.com/images/I/41okXu5hFdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41FlHslD8LL.jpg|https://images-na.ssl-images-amazon.com/images/I/413jzPS446L.jpg|https://images-na.ssl-images-amazon.com/images/I/31V44%2BttvWL.jpg,seam poorly stitched fragile,-1,-1
6935,TOMMY HILFIGER Men's Slim fit Casual Shirt,699,GIRRIJA,off-white,MensCasualShirts,"Fits like a glove, very flattering.",https://www.amazon.in/TOMMY-HILFIGER-Casual-A9AMW227S_Chambray-Blue_S/dp/B07W1ZL2LM/,https://images-na.ssl-images-amazon.com/images/I/31WDXek-40L.jpg|https://images-na.ssl-images-amazon.com/images/I/310Y6FwCfQL.jpg|https://images-na.ssl-images-amazon.com/images/I/31hOAU2BWRL.jpg|https://images-na.ssl-images-amazon.com/images/I/31up3dkRhtL.jpg,fit like glove flattering,1,1
6971,Spykar Men's Printed Slim Fit Casual Shirt,825,Body Wrappers Mens Full Seat Dance Belt,Wine,MensCasualShirts,Disappointed!,https://www.amazon.in/Spykar-Printed-Casual-Shirt-MSH-02AH-144_Olive_X-Large/dp/B07FTV67LN/,https://images-na.ssl-images-amazon.com/images/I/41JLkx-NrVL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Fy8SMBf4L.jpg|https://images-na.ssl-images-amazon.com/images/I/51l93HBZ3gL.jpg|https://images-na.ssl-images-amazon.com/images/I/31ksv9628AL.jpg,disappointed,-1,-1
6982,ABOF Men's Skinny Fit Stretchable Jeans,399,ABOF,White with blue,MensJeans,"Exceeded my expectations, very pleased.",https://www.amazon.in/ABOF-Mens-Skinny-Jeans-BOA18AMCWJS1046253_Blue_32W/dp/B07H3JNNBT/,https://images-na.ssl-images-amazon.com/images/I/41AryNISWFL.jpg|https://images-na.ssl-images-amazon.com/images/I/31id1%2BUVhyL.jpg|https://images-na.ssl-images-amazon.com/images/I/51w8jJCBOpL.jpg|https://images-na.ssl-images-amazon.com/images/I/51P4ydNCBqL.jpg|https://images-na.ssl-images-amazon.com/images/I/41AbJOSVv4L.jpg|https://images-na.ssl-images-amazon.com/images/I/31JHNJlThEL.jpg,exceeded expectation pleased,1,1
6988,United Colors of Benetton Men's Printed Slim Fit Casual Shirt,638,Anaisa,Gold,MensCasualShirts,"Fits like a glove, very flattering.",https://www.amazon.in/United-Colors-Benetton-Printed-18A5DB04U008I_901_M_Off/dp/B07DMMKQ2L/,https://images-na.ssl-images-amazon.com/images/I/41n0DoP-sfL.jpg|https://images-na.ssl-images-amazon.com/images/I/3177mwFm5ZL.jpg|https://images-na.ssl-images-amazon.com/images/I/417%2B0jsp4-L.jpg|https://images-na.ssl-images-amazon.com/images/I/318IVR4FRQL.jpg,fit like glove flattering,1,1
6990,Diverse Men's Relaxed Fit Jeans,1175,mom's pet,Navy Marl,MensJeans,Great addition to my wardrobe.,https://www.amazon.in/Diverse-Mens-Relaxed-Jeans-DCMDT03RC14L31-514C_Black_30/dp/B07WJFBCNM/,https://images-na.ssl-images-amazon.com/images/I/310XeBv4lAL.jpg|https://images-na.ssl-images-amazon.com/images/I/31F8j263oaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31lAb9pEcBL.jpg|https://images-na.ssl-images-amazon.com/images/I/51v1Y7Nr%2BrL.jpg|https://images-na.ssl-images-amazon.com/images/I/51S6Tt8QIkL.jpg|https://images-na.ssl-images-amazon.com/images/I/31YtUibNk7L.jpg,great addition wardrobe,1,1
6995,Parx Blue Slim Fit Cotton Casual Shirt,1976,DOSHI SHAWL,Nauticle Blue,MensCasualShirts,"Stylish and affordable, great buy.",https://www.amazon.in/Parx-Plain-Casual-XMSS07570-B2_Light-Blue_40/dp/B07FHPKJBD/,https://images-na.ssl-images-amazon.com/images/I/51NpxXH%2BwqL.jpg|https://images-na.ssl-images-amazon.com/images/I/51f8LwNBaaL.jpg|https://images-na.ssl-images-amazon.com/images/I/51KPoHAlKnL.jpg|https://images-na.ssl-images-amazon.com/images/I/51HA2rxz9VL.jpg,stylish affordable great buy,1,1
7009,CAVALLO by Linen Club Blue Striped Casual Regular Fit Linen Shirt for Men,269,CAVALLO by Linen Club,Blue,MensCasualShirts,"Beautiful and stylish, highly recommend!",https://www.amazon.in/CAVALLO-Linen-Club-Striped-Sleeve-Regular/dp/B07R49VS8F/,https://images-na.ssl-images-amazon.com/images/I/41JqWkRqpML.jpg|https://images-na.ssl-images-amazon.com/images/I/41N990ZxJcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41zQ9I0TPYL.jpg|https://images-na.ssl-images-amazon.com/images/I/41hszPHzWeL.jpg|https://images-na.ssl-images-amazon.com/images/I/51DP-SV%2BkLL.jpg|https://images-na.ssl-images-amazon.com/images/I/319236gUw5L.jpg,beautiful stylish highly recommend,1,1
7097,Arrow Sports Men's Checkered Slim Fit Casual Shirt,299,Arrow Sports,Beige,MensCasualShirts,"Stylish and affordable, great buy.",https://www.amazon.in/Arrow-Sports-Checkered-Casual-ASWSH1655_Beige_44/dp/B07GXKRY1N/,https://images-na.ssl-images-amazon.com/images/I/415dWnsh2lL.jpg|https://images-na.ssl-images-amazon.com/images/I/41hB4VVYxcL.jpg|https://images-na.ssl-images-amazon.com/images/I/51fx3UBCGTL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mLIQQGwGL.jpg|https://images-na.ssl-images-amazon.com/images/I/31so03uZBOL.jpg,stylish affordable great buy,1,1
7135,Arrow Sports Casual Shirt,296,Arrow Sports,Green,MensCasualShirts,"Unpleasant odor, had to wash multiple times.",https://www.amazon.in/Arrow-Sports-Casual-Shirt-Asush1384_Navy_42/dp/B073PKTK7T/,https://images-na.ssl-images-amazon.com/images/I/51kFbyqFWKL.jpg|https://images-na.ssl-images-amazon.com/images/I/513V-8KsYgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51UPtELZ3RL.jpg|https://images-na.ssl-images-amazon.com/images/I/513P8V0mAQL.jpg|https://images-na.ssl-images-amazon.com/images/I/414ncIFjH1L.jpg,unpleasant odor wash multiple time,-1,1
7169,Beat London by Pepe Jeans Men's Floral Slim Fit Casual Shirt,878,Beat London by Pepe Jeans,Pink,MensCasualShirts,Amazing!,https://www.amazon.in/Pepe-Jeans-London-Floral-PM305754_Olive_L/dp/B07H84H3DX/,https://images-na.ssl-images-amazon.com/images/I/41PUhM4H7WL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Si99re4xL.jpg|https://images-na.ssl-images-amazon.com/images/I/51cWPwPoVNL.jpg|https://images-na.ssl-images-amazon.com/images/I/31HiSSjR69L.jpg,amazing,1,1
7230,Flying Machine Men's Solid Slim Fit Casual Shirt,288,Vividartsy,Green,MensCasualShirts,"Great quality, fits perfectly!",https://www.amazon.in/Flying-Machine-Solid-Casual-FMSH8021_Black_X-Large/dp/B078GWKZJ5/,https://images-na.ssl-images-amazon.com/images/I/41sI670ba-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41ARGUlXRIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41ZGbZhMvhL.jpg|https://images-na.ssl-images-amazon.com/images/I/31j2G-%2B50yL.jpg,great quality fit perfectly,1,1
7243,Arrow Sports Men's Solid Regular Fit Casual Shirt,652,Arrow Sports,Violet,MensCasualShirts,Great addition to my wardrobe.,https://www.amazon.in/Arrow-Sports-Regular-Casual-ASWSH1302_Blue_39/dp/B07F5LYXX5/,https://images-na.ssl-images-amazon.com/images/I/31C-dX-vcaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31HTprWe-lL.jpg|https://images-na.ssl-images-amazon.com/images/I/31luuEptNFL.jpg|https://images-na.ssl-images-amazon.com/images/I/31WFg9I1ZeL.jpg,great addition wardrobe,1,1
7252,Asp fabric Mens Shirt,447,Asp fabric,Green,MensCasualShirts,"Good value for money, happy with it.",https://www.amazon.in/Asp-fabric-Mens-Casual-Shirt/dp/B07XG2C75B/,https://images-na.ssl-images-amazon.com/images/I/51hJrUlseWL.jpg,good value money happy,1,1
7266,Ved Gupta Designs Chambray Cotton Casual Regular Slim Fit Double Pocket Stiched Full Sleeves Snap Buttons Shirt for Men's and Boy's (Grey),599,Ved Gupta Designs,"White, Light Grey",MensCasualShirts,Poor quality!,https://www.amazon.in/Ved-Gupta-Designs-Chambray-Regular/dp/B07QN9SPBZ/,https://images-na.ssl-images-amazon.com/images/I/41QQyvlowNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41UFBv1Uz%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/41-3UMNVmIL.jpg|https://images-na.ssl-images-amazon.com/images/I/51H7FCgbKYL.jpg|https://images-na.ssl-images-amazon.com/images/I/51eAS2cBjqL.jpg|https://images-na.ssl-images-amazon.com/images/I/31ip0AjrT2L.jpg|https://images-na.ssl-images-amazon.com/images/I/41Md4L%2BmhvL.jpg|https://images-na.ssl-images-amazon.com/images/I/61T04CC-FBL.jpg,poor quality,-1,-1
7342,United Colors of Benetton Men's Geometric Print Slim Fit Casual Shirt,510,PURVI,English Blue,MensCasualShirts,"Very disappointed, expected better quality.",https://www.amazon.in/United-Colors-Benetton-Geometric-203764961_Pink_S/dp/B07BMXS13M/,https://images-na.ssl-images-amazon.com/images/I/41-4epZ--RL.jpg|https://images-na.ssl-images-amazon.com/images/I/413PCtvPzUL.jpg|https://images-na.ssl-images-amazon.com/images/I/41lP3ll1DyL.jpg|https://images-na.ssl-images-amazon.com/images/I/31kInA9e2pL.jpg,disappointed expected better quality,-1,-1
7351,SHOWOFF Mens Blue Solid Casual Shirts,697,SHOWOFF,Black,MensCasualShirts,"Exceeded my expectations, very pleased.",https://www.amazon.in/SHOWOFF-Cotton-Blend-Sleeves-Casual/dp/B0748C9SR3/,https://images-na.ssl-images-amazon.com/images/I/41-yyfVQGOL.jpg|https://images-na.ssl-images-amazon.com/images/I/41d4IPSc1iL.jpg|https://images-na.ssl-images-amazon.com/images/I/41c0Lk5LGuL.jpg|https://images-na.ssl-images-amazon.com/images/I/41LDiQDBffL.jpg,exceeded expectation pleased,1,1
7373,STUDIO NEXX Men's Whiskered Slim Fit Jeans (Light Blue),349,STUDIO NEXX,Red,MensJeans,"Very trendy, received many compliments.",https://www.amazon.in/Studio-Nexx-Whiskered-Jeans-Light/dp/B01FY64OK6/,https://images-na.ssl-images-amazon.com/images/I/41Fh0csZCmL.jpg|https://images-na.ssl-images-amazon.com/images/I/41M2O-yZgRL.jpg|https://images-na.ssl-images-amazon.com/images/I/411nxFnuN3L.jpg|https://images-na.ssl-images-amazon.com/images/I/51l8S3p7zxL.jpg,trendy received many compliment,1,1
7414,SAVON Mens Slim Fit Jeans (16117),497,SAVON,Red/Green,MensJeans,"Amazing fit, looks great!",https://www.amazon.in/SAVON-16117-Stretch-Denim-Jeans/dp/B00TVDS07M/,https://images-na.ssl-images-amazon.com/images/I/51hQZS99kcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41B12z-LadL.jpg|https://images-na.ssl-images-amazon.com/images/I/51lr%2BrwfrpL.jpg|https://images-na.ssl-images-amazon.com/images/I/41bo169XTEL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Figkmtj0L.jpg|https://images-na.ssl-images-amazon.com/images/I/71tJAhrRdsL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Ug03I5NWL.jpg,amazing fit look great,1,1
7433,United Colors of Benetton Men's Printed Slim fit Casual Shirt,951,ABELINO,Coral,MensCasualShirts,Soft fabric and vibrant color.,https://www.amazon.in/United-Colors-Benetton-Printed-19P5FB24U008I_901_Blue_XXL/dp/B07L5GYXJ4/,https://images-na.ssl-images-amazon.com/images/I/41Au1hU5OvL.jpg|https://images-na.ssl-images-amazon.com/images/I/41o67Se3BEL.jpg|https://images-na.ssl-images-amazon.com/images/I/51WNWrHJbWL.jpg|https://images-na.ssl-images-amazon.com/images/I/51rv9%2BbWUaL.jpg|https://images-na.ssl-images-amazon.com/images/I/31ozltxzjqL.jpg|https://images-na.ssl-images-amazon.com/images/I/61QBL4XerML.jpg,soft fabric vibrant color,1,1
7450,Jack & Jones Men's Casual Shirt,449,VEGO,Ochre,MensCasualShirts,"Perfect for the season, very chic.",https://www.amazon.in/Jack-Jones-Casual-Shirt-5713239108533_12117144Ochre_Large/dp/B071D5ZRQT/,https://images-na.ssl-images-amazon.com/images/I/41GKmiKPNeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41Khi0zO8lL.jpg|https://images-na.ssl-images-amazon.com/images/I/41yA9rHdSdL.jpg|https://images-na.ssl-images-amazon.com/images/I/31I7tJMCWQL.jpg,perfect season chic,1,1
7529,Cherokee by Unlimited Men's Slim Fit Jeans,649,UNCOUTH,Yellow,MensJeans,Soft fabric and vibrant color.,https://www.amazon.in/Cherokee-Unlimited-Mens-Jeans-8907542832019_273294462_Grey-MS_38/dp/B073Q3RHZC/,https://images-na.ssl-images-amazon.com/images/I/31oB3wHJdTL.jpg|https://images-na.ssl-images-amazon.com/images/I/31%2BJ2ZzKd0L.jpg|https://images-na.ssl-images-amazon.com/images/I/51MQM2P1uUL.jpg|https://images-na.ssl-images-amazon.com/images/I/515pIZhvXbL.jpg|https://images-na.ssl-images-amazon.com/images/I/41mFSKpkrML.jpg|https://images-na.ssl-images-amazon.com/images/I/31vT7YVrkLL.jpg,soft fabric vibrant color,1,1
7567,Marks & Spencer Men's Plain Regular Fit Casual Shirt,1534,VEDANA,khaki,MensCasualShirts,"Superb craftsmanship, highly recommend.",https://www.amazon.in/Marks-Spencer-Regular-T252391MDARK-Indigo_X_2931104/dp/B078NF7TK6/,https://images-na.ssl-images-amazon.com/images/I/41RAw45kEqL.jpg|https://images-na.ssl-images-amazon.com/images/I/41qoaCFwDtL.jpg|https://images-na.ssl-images-amazon.com/images/I/51d7Cstp1OL.jpg|https://images-na.ssl-images-amazon.com/images/I/31aI7cIXzgL.jpg,superb craftsmanship highly recommend,1,1
7634,Levi's Men's Slim fit Casual Shirt,765,Aanetos,Rama,MensCasualShirts,"Beautiful and stylish, highly recommend!",https://www.amazon.in/Levis-Checkered-Casual-Shirt-32874-0146_Yellow_L/dp/B07SLGDTXM/,https://images-na.ssl-images-amazon.com/images/I/51G2gulgERL.jpg|https://images-na.ssl-images-amazon.com/images/I/41gv1atX7QL.jpg|https://images-na.ssl-images-amazon.com/images/I/51mr07PKndL.jpg|https://images-na.ssl-images-amazon.com/images/I/41sTr24ppNL.jpg|https://images-na.ssl-images-amazon.com/images/I/51Pm7Z7JaSL.jpg,beautiful stylish highly recommend,1,1
7637,STUDIO NEXX Men's Green Slim Fit Jeans,279,STUDIO NEXX,grey,MensJeans,"Seams are poorly stitched, very fragile.",https://www.amazon.in/Studio-Nexx-Green-Jeans-Size/dp/B072F42QTZ/,https://images-na.ssl-images-amazon.com/images/I/41gkqAgn2qL.jpg|https://images-na.ssl-images-amazon.com/images/I/419g0MXku7L.jpg|https://images-na.ssl-images-amazon.com/images/I/41XIwttB4%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/61qbykCaFOL.jpg,seam poorly stitched fragile,-1,-1
7638,LA Seven Maroon Color Solid Full Sleeves Slimfit Double Pocket Cotton Casual Shirt,395,LA Seven,Blk & Multi,MensCasualShirts,Fantastic!,https://www.amazon.in/Seven-Cotton-Sleeves-Double-Pocket/dp/B01DRTELL4/,https://images-na.ssl-images-amazon.com/images/I/41MfYQRUmHL.jpg|https://images-na.ssl-images-amazon.com/images/I/413r-QLKs1L.jpg|https://images-na.ssl-images-amazon.com/images/I/41JR8IwYxtL.jpg|https://images-na.ssl-images-amazon.com/images/I/41b%2B487HmnL.jpg|https://images-na.ssl-images-amazon.com/images/I/41B9FzROKiL.jpg|https://images-na.ssl-images-amazon.com/images/I/41zUDUtoGOL.jpg,fantastic,1,1
7653,Peter England Men's Printed Slim Fit Cotton Casual Shirt,161,VGANG,M - Red Yellow,MensCasualShirts,"Exactly as described, very satisfied.",https://www.amazon.in/Peter-England-Printed-Cotton-ESF617000413_Whitewithblue_40/dp/B077HV48WT/,https://images-na.ssl-images-amazon.com/images/I/41B7jAH%2B2uL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SGhLHovmL.jpg|https://images-na.ssl-images-amazon.com/images/I/51od4s7eZlL.jpg|https://images-na.ssl-images-amazon.com/images/I/51uoGgk1fiL.jpg|https://images-na.ssl-images-amazon.com/images/I/31T3%2BwbKmKL.jpg,exactly described satisfied,1,1
7659,John & Jackson Cotton Slim fit Casual Men's Shirt - White,642,John & Jackson,White,MensCasualShirts,Fantastic!,https://www.amazon.in/John-Jackson-Casual-Cotton-White/dp/B07GVLW5C2/,https://images-na.ssl-images-amazon.com/images/I/31MzT1ZuhzL.jpg|https://images-na.ssl-images-amazon.com/images/I/31s9Aa4Xr5L.jpg|https://images-na.ssl-images-amazon.com/images/I/317i6I439UL.jpg|https://images-na.ssl-images-amazon.com/images/I/318OzgIsLNL.jpg|https://images-na.ssl-images-amazon.com/images/I/41vJhc5egkL.jpg,fantastic,1,1
7683,Cherokee by Unlimited Men's Casual Shirt,799,Suchos,Lt-Blue,MensCasualShirts,"Amazing fit, looks great!",https://www.amazon.in/Cherokee-Unlimited-Casual-Shirt-8907542564132_271919705_BEIGE_L/dp/B073Q3LHT7/,https://images-na.ssl-images-amazon.com/images/I/41qNlD-wYBL.jpg|https://images-na.ssl-images-amazon.com/images/I/312I-CEq6oL.jpg|https://images-na.ssl-images-amazon.com/images/I/41r1NCmxGsL.jpg|https://images-na.ssl-images-amazon.com/images/I/31TF1yfwFGL.jpg,amazing fit look great,1,1
7687,TOMMY HILFIGER Men's Solid Regular fit Casual Shirt,359,VAIDIKI,Maroon,MensCasualShirts,"Love the design, very comfortable.",https://www.amazon.in/TOMMY-HILFIGER-Printed-P9AMW364_Bright-White_Large/dp/B07N8K6SZY/,https://images-na.ssl-images-amazon.com/images/I/31sJVjdyxRL.jpg|https://images-na.ssl-images-amazon.com/images/I/317Q92LWDXL.jpg|https://images-na.ssl-images-amazon.com/images/I/31nDEvi4hxL.jpg|https://images-na.ssl-images-amazon.com/images/I/31A2vkHD%2BtL.jpg|https://images-na.ssl-images-amazon.com/images/I/31gS-9e3hXL.jpg,love design comfortable,1,1
7695,Tommy Hilfiger Men's Plain Regular Fit Casual Shirt,315,Spring Notion,Pink,MensCasualShirts,"Superb craftsmanship, highly recommend.",https://www.amazon.in/Tommy-Hilfiger-Regular-A8AMW206_Light-Blue_X-Large/dp/B07FYJLHF9/,https://images-na.ssl-images-amazon.com/images/I/41HA6VJoEkL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xHlyZLPdL.jpg|https://images-na.ssl-images-amazon.com/images/I/41%2BYWo38kHL.jpg|https://images-na.ssl-images-amazon.com/images/I/4164n5LvExL.jpg|https://images-na.ssl-images-amazon.com/images/I/31aRML2ynyL.jpg,superb craftsmanship highly recommend,1,1
7720,Arrow Sports Men's Casual Shirt,630,Arrow Sports,Olive,MensCasualShirts,"Material feels cheap, not worth the price.",https://www.amazon.in/Arrow-Sports-Casual-Shirt-8907378534927_ASSS1454_39_Navy/dp/B01HT7OM5A/,https://images-na.ssl-images-amazon.com/images/I/51BrsXNLBcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41bcTOjQ5QL.jpg|https://images-na.ssl-images-amazon.com/images/I/51y4mX3w9ZL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kp0n6GkbL.jpg|https://images-na.ssl-images-amazon.com/images/I/41TyEQ4EB2L.jpg,material feel cheap worth price,1,1
7762,DIVISIVE Men's Casual Shirt,725,DIVISIVE,Brown,MensCasualShirts,"Exceeded my expectations, very pleased.",https://www.amazon.in/Divisive-Sleeves-Cotton-Casual-DVS16_S_Beige/dp/B076F8LM5K/,https://images-na.ssl-images-amazon.com/images/I/41iqVCjG1HL.jpg|https://images-na.ssl-images-amazon.com/images/I/41HO7hF72mL.jpg|https://images-na.ssl-images-amazon.com/images/I/41GBBRuXpcL.jpg|https://images-na.ssl-images-amazon.com/images/I/41R%2BLWU79-L.jpg|https://images-na.ssl-images-amazon.com/images/I/41gKIvgh%2BmL.jpg,exceeded expectation pleased,1,1
7818,Arrow Sports Men's Solid Slim Fit Cotton Casual Shirt,717,Arrow Sports,Black & Charcoal Melange,MensCasualShirts,Great addition to my wardrobe.,https://www.amazon.in/Arrow-Sports-Cotton-Casual-ASVSH1454_44FS_Me/dp/B078SZP3BQ/,https://images-na.ssl-images-amazon.com/images/I/41ogIF79qHL.jpg|https://images-na.ssl-images-amazon.com/images/I/41XFNyuoCAL.jpg|https://images-na.ssl-images-amazon.com/images/I/41nb%2BrzomTL.jpg|https://images-na.ssl-images-amazon.com/images/I/41OV2gwI7wL.jpg,great addition wardrobe,1,1
7823,Levi's Men's Regular fit Casual Shirt,619,Livefree,BLACK,MensCasualShirts,"Too tight, uncomfortable fit.",https://www.amazon.in/Levis-Checkered-Regular-Casual-26454-0067_Yellow_M/dp/B01I2NDQTS/,https://images-na.ssl-images-amazon.com/images/I/41cE6MFEkIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41xXX0NjXhL.jpg|https://images-na.ssl-images-amazon.com/images/I/51kfzbGS6JL.jpg|https://images-na.ssl-images-amazon.com/images/I/314RusuCN6L.jpg|https://images-na.ssl-images-amazon.com/images/I/61ERQyQGp-L.jpg,tight uncomfortable fit,-1,-1
